timeref	est_sendtime	pos_x	pos_y	vel_x	vel_y	sigma	valid	senderGuid	receiver_unix_time
6573.073362000	6573.040140198	4.363	3.096	0.278	0.118	0.033142	1	4294967295	1508338771
6573.372913000	6573.340113741	4.397	3.023	0.264	0.087	0.037712	1	4294967295	1508338771
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6573.672714000	6573.640095854	4.422	2.918	0.248	0.050	0.021150	1	4294967295	1508338771
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6573.972473000	6573.940082747	4.429	2.827	0.230	0.021	0.030260	1	4294967295	1508338771
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6574.272289000	6574.240072305	4.429	2.744	0.212	-0.005	0.028050	1	4294967295	1508338772
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6574.572055000	6574.540078270	4.370	2.663	0.182	-0.027	0.028137	1	4294967295	1508338772
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6574.849705000	6574.840079363	4.328	2.560	0.158	-0.054	0.040219	1	4294967295	1508338772
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6575.149794000	6575.140084889	4.349	2.482	0.151	-0.070	0.071592	1	4294967295	1508338773
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6575.768305000	6575.740069555	4.389	2.406	0.138	-0.080	0.010044	1	4294967295	1508338773
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6576.068011000	6576.040047825	4.378	2.343	0.125	-0.092	0.011657	1	4294967295	1508338773
6576.367784000	6576.340025973	4.358	2.272	0.110	-0.105	0.006126	1	4294967295	1508338774
6576.970683000	6576.940042622	4.208	2.119	0.062	-0.129	0.055620	1	4294967295	1508338774
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6577.250723000	6577.240006763	4.450	1.966	0.109	-0.158	0.483293	1	4294967295	1508338775
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6577.550881000	6577.540006384	4.336	1.794	0.075	-0.190	0.083654	1	4294967295	1508338775
6577.850931000	6577.839986134	4.242	1.640	0.046	-0.217	0.093979	1	4294967295	1508338775
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6578.151013000	6578.139956008	4.123	1.496	0.013	-0.241	0.063785	1	4294967295	1508338776
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6578.451068000	6578.439913345	4.074	1.362	-0.003	-0.259	0.043341	1	4294967295	1508338776
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6578.751212000	6578.739891849	3.974	1.265	-0.028	-0.267	0.034160	1	4294967295	1508338776
6579.051318000	6579.039832617	3.943	1.118	-0.038	-0.288	0.014236	1	4294967295	1508338776
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6579.351538000	6579.339779211	3.914	0.988	-0.046	-0.302	0.034783	1	4294967295	1508338777
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
