timeref	est_sendtime	pos_x	pos_y	vel_x	vel_y	sigma	valid	senderGuid
7655.381322871	0.000000000	-0.446	-1.557	-0.464	0.157	2.473672	1	4294967295
7655.680934284	0.000000000	-0.453	-1.496	-0.431	0.163	1.839618	1	4294967295
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0
7657.187631042	0.000000000	-0.230	-1.222	-0.338	0.223	3.840292	1	4294967295
7657.482470893	0.000000000	0.027	-0.949	-0.245	0.280	3.666119	1	4294967295
7657.782525271	0.000000000	0.307	-0.626	-0.152	0.343	3.549732	1	4294967295
7658.082638020	0.000000000	0.461	-0.399	-0.100	0.378	2.643817	1	4294967295
7658.382715524	0.000000000	0.934	-0.173	0.028	0.407	3.485363	1	4294967295
7658.682808292	0.000000000	1.202	0.096	0.095	0.447	2.597585	1	4294967295
7658.982632480	0.000000000	1.667	0.247	0.203	0.453	2.893173	1	4294967295
7659.282350388	0.000000000	2.167	0.364	0.312	0.450	2.673448	1	4294967295
7659.582024758	0.000000000	2.596	0.383	0.393	0.423	2.232247	1	4294967295
7659.881611653	0.000000000	2.992	0.357	0.461	0.386	2.018480	1	4294967295
7660.181021060	0.000000000	3.264	0.342	0.492	0.353	1.634293	1	4294967295
7660.480677474	0.000000000	3.553	0.306	0.527	0.318	1.717443	1	4294967295
7660.780265159	0.000000000	3.822	0.240	0.554	0.277	1.740418	1	4294967295
7661.079659092	0.000000000	4.082	0.142	0.577	0.231	1.876113	1	4294967295
7661.379130640	0.000000000	4.290	-0.017	0.583	0.172	2.032656	1	4294967295
7661.678718098	0.000000000	4.483	-0.175	0.586	0.117	2.015287	1	4294967295
7661.978330305	0.000000000	4.674	-0.360	0.589	0.060	2.076960	1	4294967295
7662.277598134	0.000000000	4.821	-0.556	0.579	0.004	2.229488	1	4294967295
7662.577270607	0.000000000	5.004	-0.728	0.580	-0.042	1.809147	1	4294967295
7662.876912846	0.000000000	5.172	-0.896	0.578	-0.082	1.723613	1	4294967295
7663.176561351	0.000000000	5.261	-1.069	0.554	-0.120	1.927163	1	4294967295
7663.476138544	0.000000000	5.247	-1.306	0.506	-0.171	2.407291	1	4294967295
7663.775735039	0.000000000	5.104	-1.530	0.427	-0.213	2.631581	1	4294967295
7664.075663394	0.000000000	4.942	-1.771	0.351	-0.255	2.627164	1	4294967295
7664.375570641	0.000000000	4.597	-2.051	0.234	-0.302	3.172053	1	4294967295
7664.675579725	0.000000000	4.284	-2.277	0.133	-0.331	2.989826	1	4294967295
7664.975491527	0.000000000	4.044	-2.410	0.058	-0.335	2.506904	1	4294967295
7665.275689955	0.000000000	3.878	-2.492	0.008	-0.327	2.044490	1	4294967295
7665.575761820	0.000000000	3.750	-2.568	-0.029	-0.319	1.905729	1	4294967295
7665.894808731	0.000000000	3.400	-2.625	-0.120	-0.303	2.673204	1	4294967295
7666.194290656	0.000000000	3.085	-2.678	-0.196	-0.287	2.564251	1	4294967295
7666.493678157	0.000000000	2.725	-2.742	-0.279	-0.274	2.559686	1	4294967295
7666.793069637	0.000000000	2.418	-2.784	-0.344	-0.257	2.334665	1	4294967295
7667.077118062	0.000000000	2.187	-2.738	-0.385	-0.221	1.993483	1	4294967295
7667.377267010	0.000000000	1.996	-2.707	-0.412	-0.191	1.803611	1	4294967295
7667.677799463	0.000000000	1.770	-2.650	-0.446	-0.156	1.808178	1	4294967295
7667.978277175	0.000000000	1.587	-2.634	-0.464	-0.136	1.494567	1	4294967295
7668.278729344	0.000000000	1.424	-2.511	-0.478	-0.090	1.802410	1	4294967295
7668.578731263	0.000000000	1.329	-2.263	-0.467	-0.019	2.980109	1	4294967295
7668.879463108	0.000000000	1.267	-1.998	-0.448	0.050	2.906881	1	4294967295
7669.179850242	0.000000000	1.272	-1.655	-0.416	0.133	3.003586	1	4294967295
7669.480321434	0.000000000	1.286	-1.355	-0.382	0.199	2.813059	1	4294967295
7669.780685269	0.000000000	1.248	-1.143	-0.369	0.242	1.755027	1	4294967295
7670.081204143	0.000000000	1.231	-0.956	-0.350	0.274	1.618809	1	4294967295
7670.381857989	0.000000000	1.311	-0.569	-0.304	0.350	2.934220	1	4294967295
7670.682424010	0.000000000	1.295	-0.330	-0.290	0.388	1.698046	1	4294967295
7670.983158668	0.000000000	1.273	-0.077	-0.279	0.426	1.681244	1	4294967295
7671.284059626	0.000000000	1.253	0.215	-0.268	0.471	1.706884	1	4294967295
7671.588540557	0.000000000	1.188	0.452	-0.268	0.499	1.415056	1	4294967295
7671.887680860	0.000000000	1.030	0.669	-0.292	0.522	1.475577	1	4294967295
7672.186935370	0.000000000	0.854	0.811	-0.318	0.523	1.228302	1	4294967295
